y,U_0,U_1,U_2
0,10.0343030303,0,7.5886535619e-07
0.900900900901,10.0343036902,4.73528142941e-06,7.5730867653e-07
1.8018018018,10.03430435,9.47056285882e-06,7.55751996869e-07
2.7027027027,10.0343050098,1.42058442882e-05,7.54195317208e-07
3.6036036036,10.0343056697,1.89411257176e-05,7.52638637548e-07
4.5045045045,10.0343063295,2.36764071471e-05,7.51081957887e-07
5.40540540541,10.0343069894,2.84116885765e-05,7.49525278227e-07
6.30630630631,10.0343076492,3.31459532462e-05,7.52091967194e-07
7.20720720721,10.034308309,3.78800145641e-05,7.55483329889e-07
8.10810810811,10.0343089689,4.26140758819e-05,7.58874692583e-07
9.00900900901,10.0343096287,4.73481371997e-05,7.62266055276e-07
9.90990990991,10.0343102885,5.20821985175e-05,7.65657417971e-07
10.8108108108,10.0343109484,5.68162598354e-05,7.69048780665e-07
11.7117117117,10.0343124785,6.15563917479e-05,7.67297075617e-07
12.6126126126,10.0343144439,6.62995589578e-05,7.62973836698e-07
13.5135135135,10.0343164092,7.10427261677e-05,7.58650597779e-07
14.4144144144,10.0343183745,7.57858933776e-05,7.5432735886e-07
15.3153153153,10.0343203398,8.05290605874e-05,7.50004119942e-07
16.2162162162,10.0343223051,8.52722277973e-05,7.45680881023e-07
17.1171171171,10.0343242704,9.00147566002e-05,7.48074510181e-07
18.018018018,10.0343262357,9.47566469962e-05,7.57185007418e-07
18.9189189189,10.034328201,9.94985373921e-05,7.66295504654e-07
19.8198198198,10.0343301663,0.000104240427788,7.7540600189e-07
20.7207207207,10.0343321316,0.000108982318184,7.84516499126e-07
21.6216216216,10.034334097,0.00011372420858,7.93626996362e-07
22.5225225225,10.0343364894,0.00011847146141,7.9743246897e-07
23.4234234234,10.034339736,0.000123229439109,7.90627892323e-07
24.3243243243,10.0343429827,0.000127987416809,7.83823315676e-07
25.2252252252,10.0343462293,0.000132745394508,7.77018739029e-07
26.1261261261,10.034349476,0.000137503372207,7.70214162382e-07
27.027027027,10.0343527226,0.000142261349906,7.63409585735e-07
27.9279279279,10.0343559693,0.000147019097875,7.60062690726e-07
28.8288288288,10.0343592159,0.000151775697193,7.74004203911e-07
29.7297297297,10.0343624626,0.00015653229651,7.87945717095e-07
30.6306306306,10.0343657092,0.000161288895827,8.0188723028e-07
31.5315315315,10.0343689558,0.000166045495145,8.15828743464e-07
32.4324324324,10.0343722025,0.000170802094462,8.29770256649e-07
33.3333333333,10.0343754491,0.000175558693779,8.43711769834e-07
34.2342342342,10.0343799514,0.00018033828447,8.34118326513e-07
35.1351351351,10.0343844537,0.000185117875161,8.24524883193e-07
36.036036036,10.0343889559,0.000189897465851,8.14931439872e-07
36.9369369369,10.0343934582,0.000194677056542,8.05337996552e-07
37.8378378378,10.0343979604,0.000199456647233,7.95744553231e-07
38.7387387387,10.0344024627,0.000204236237924,7.86151109911e-07
39.6396396396,10.034406965,0.000209014557158,8.00683095944e-07
40.5405405405,10.0344114672,0.000213792622102,8.20040167848e-07
41.4414414414,10.0344159695,0.000218570687045,8.39397239752e-07
42.3423423423,10.0344204718,0.000223348751988,8.58754311656e-07
43.2432432432,10.034424974,0.000228126816932,8.7811138356e-07
44.1441441441,10.0344294763,0.000232904881875,8.97468455464e-07
45.045045045,10.0344347934,0.000237703859007,8.95315732837e-07
45.9459459459,10.0344405178,0.000242513292232,8.82408112945e-07
46.8468468468,10.0344462422,0.000247322725458,8.69500493053e-07
47.7477477477,10.0344519667,0.000252132158683,8.56592873161e-07
48.6486486486,10.0344576911,0.000256941591909,8.43685253269e-07
49.5495495495,10.0344634156,0.000261751025135,8.30777633377e-07
50.4504504505,10.03446914,0.000266559593296,8.37161214129e-07
51.3513513514,10.0344748645,0.000271367296393,8.62835995526e-07
52.2522522523,10.0344805889,0.00027617499949,8.88510776923e-07
53.1531531532,10.0344863134,0.000280982702586,9.1418555832e-07
54.0540540541,10.0344920378,0.000285790405683,9.39860339717e-07
54.954954955,10.0344977623,0.00029059810878,9.65535121114e-07
55.8558558559,10.0345038823,0.000295419152979,9.77085611883e-07
56.7567567568,10.0345107935,0.000300266879381,9.60387521397e-07
57.6576576577,10.0345177046,0.000305114605784,9.4368943091e-07
58.5585585586,10.0345246158,0.000309962332186,9.26991340423e-07
59.4594594595,10.0345315269,0.000314810058588,9.10293249936e-07
60.3603603604,10.0345384381,0.000319657784991,8.93595159449e-07
61.2612612613,10.0345453492,0.000324505177617,8.85173796322e-07
62.1621621622,10.0345522604,0.000329350901365,9.18136069997e-07
63.0630630631,10.0345591716,0.000334196625113,9.51098343671e-07
63.963963964,10.0345660827,0.000339042348862,9.84060617346e-07
64.8648648649,10.0345729939,0.00034388807261,1.01702289102e-06
65.7657657658,10.0345799051,0.000348733796358,1.0499851647e-06
66.6666666667,10.0345868163,0.000353579520106,1.08294743837e-06
67.5675675676,10.0345948782,0.000358475645008,1.06222415501e-06
68.4684684685,10.0346029401,0.00036337176991,1.04150087164e-06
69.3693693694,10.034611002,0.000368267894812,1.02077758828e-06
70.2702702703,10.0346190639,0.000373164019714,1.00005430492e-06
71.1711711712,10.0346271258,0.000378060144616,9.79331021555e-07
72.0720720721,10.0346351877,0.000382956269517,9.58607738192e-07
72.972972973,10.0346432496,0.000387850427271,9.89424192469e-07
73.8738738739,10.0346513116,0.000392744191595,1.03054859427e-06
74.7747747748,10.0346593735,0.000397637955919,1.07167299608e-06
75.6756756757,10.0346674355,0.000402531720243,1.11279739788e-06
76.5765765766,10.0346754974,0.000407425484567,1.15392179969e-06
77.4774774775,10.0346835593,0.000412319248891,1.19504620149e-06
78.3783783784,10.0346923633,0.000417254173453,1.19233582784e-06
79.2792792793,10.0347015384,0.000422209678133,1.16770806646e-06
80.1801801802,10.0347107134,0.000427165182813,1.14308030508e-06
81.0810810811,10.0347198884,0.000432120687494,1.11845254371e-06
81.981981982,10.0347290634,0.000437076192174,1.09382478233e-06
82.8828828829,10.0347382384,0.000442031696854,1.06919702095e-06
83.7837837838,10.0347474135,0.000446985788205,1.0818782656e-06
84.6846846847,10.0347565886,0.000451938466227,1.13186851628e-06
85.5855855856,10.0347657636,0.000456891144249,1.18185876696e-06
86.4864864865,10.0347749387,0.000461843822271,1.23184901764e-06
87.3873873874,10.0347841138,0.000466796500292,1.28183926832e-06
88.2882882883,10.0347932888,0.000471749178314,1.331829519e-06
89.1891891892,10.034802821,0.000476726440563,1.35582243051e-06
90.0900900901,10.0348130673,0.000481752871268,1.32782066366e-06
90.990990991,10.0348233135,0.000486779301972,1.29981889681e-06
91.8918918919,10.0348335598,0.000491805732676,1.27181712997e-06
92.7927927928,10.0348438061,0.00049683216338,1.24381536312e-06
93.6936936937,10.0348540524,0.000501858594085,1.21581359627e-06
94.5945945946,10.0348642986,0.000506884452778,1.2023776824e-06
95.4954954955,10.034874545,0.000511907451419,1.26177103338e-06
96.3963963964,10.0348847913,0.00051693045006,1.32116438437e-06
97.2972972973,10.0348950377,0.000521953448701,1.38055773536e-06
98.1981981982,10.034905284,0.000526976447343,1.43995108634e-06
99.0990990991,10.0349155304,0.000531999445984,1.49934443733e-06
100,10.0349257767,0.000537022444625,1.55873778832e-06
100.900900901,10.0349370455,0.000542131236134,1.52833820941e-06
101.801801802,10.0349483143,0.000547240027644,1.4979386305e-06
102.702702703,10.0349595831,0.000552348819153,1.46753905159e-06
103.603603604,10.0349708519,0.000557457610663,1.43713947268e-06
104.504504505,10.0349821207,0.000562566402173,1.40673989377e-06
105.405405405,10.0349933895,0.000567675193682,1.37634031486e-06
106.306306306,10.0350046584,0.000572780469154,1.4289591378e-06
107.207207207,10.0350159273,0.000577885041419,1.4981816411e-06
108.108108108,10.0350271962,0.000582989613683,1.56740414441e-06
109.009009009,10.0350384651,0.000588094185948,1.63662664772e-06
109.90990991,10.035049734,0.000593198758213,1.70584915102e-06
110.810810811,10.0350610029,0.000598303330477,1.77507165433e-06
111.711711712,10.0350729149,0.000603472813313,1.77726979909e-06
112.612612613,10.0350851483,0.000608674751434,1.74595576457e-06
113.513513514,10.0350973818,0.000613876689554,1.71464173006e-06
114.414414414,10.0351096153,0.000619078627675,1.68332769554e-06
115.315315315,10.0351218488,0.000624280565796,1.65201366103e-06
116.216216216,10.0351340823,0.000629482503917,1.62069962651e-06
117.117117117,10.0351463158,0.000634681818598,1.64477127564e-06
118.018018018,10.0351585494,0.000639878509838,1.7242286084e-06
118.918918919,10.035170783,0.000645075201078,1.80368594116e-06
119.81981982,10.0351830166,0.000650271892318,1.88314327393e-06
120.720720721,10.0351952502,0.000655468583558,1.96260060669e-06
121.621621622,10.0352074837,0.000660665274798,2.04205793946e-06
122.522522523,10.0352200158,0.000665897974826,2.08499397112e-06
123.423423423,10.0352331448,0.000671202692429,2.0548874006e-06
124.324324324,10.0352462739,0.000676507410031,2.02478083007e-06
125.225225225,10.0352594029,0.000681812127634,1.99467425954e-06
126.126126126,10.0352725319,0.000687116845237,1.96456768901e-06
127.027027027,10.0352856609,0.00069242156284,1.93446111848e-06
127.927927928,10.03529879,0.000697725180885,1.92440863999e-06
128.828828829,10.0353119191,0.000703023301145,2.0146266217e-06
129.72972973,10.0353250483,0.000708321421404,2.1048446034e-06
130.630630631,10.0353381774,0.000713619541664,2.1950625851e-06
131.531531532,10.0353513066,0.000718917661923,2.2852805668e-06
132.432432432,10.0353644358,0.000724215782183,2.37549854851e-06
133.333333333,10.0353775649,0.000729513902442,2.46571653021e-06
134.234234234,10.0353915062,0.000734929518226,2.43983318055e-06
135.135135135,10.0354054475,0.00074034513401,2.41394983088e-06
136.036036036,10.0354193887,0.000745760749793,2.38806648122e-06
136.936936937,10.03543333,0.000751176365577,2.36218313155e-06
137.837837838,10.0354472713,0.000756591981361,2.33629978189e-06
138.738738739,10.0354612125,0.000762007597144,2.31041643222e-06
139.63963964,10.0354751539,0.000767416221941,2.39100664975e-06
140.540540541,10.0354890953,0.000772823448541,2.49289158071e-06
141.441441441,10.0355030368,0.00077823067514,2.59477651168e-06
142.342342342,10.0355169782,0.00078363790174,2.69666144264e-06
143.243243243,10.0355309196,0.000789045128339,2.7985463736e-06
144.144144144,10.035544861,0.000794452354939,2.90043130457e-06
145.045045045,10.0355592752,0.000799943427402,2.92287483596e-06
145.945945946,10.0355739257,0.000805476422798,2.90559766757e-06
146.846846847,10.0355885763,0.000811009418194,2.88832049918e-06
147.747747748,10.0356032268,0.000816542413589,2.8710433308e-06
148.648648649,10.0356178774,0.000822075408985,2.85376616241e-06
149.54954955,10.0356325279,0.00082760840438,2.83648899402e-06
150.45045045,10.0356471785,0.00083313600078,2.8855422605e-06
151.351351351,10.0356618292,0.000838658198185,3.00092596184e-06
