y,U_0,U_1,U_2
0,10.0341581502,0,1.16842614396e-06
0.900900900901,10.0341613379,-6.36511673288e-05,1.24069904516e-06
1.8018018018,10.0341645256,-0.000127302334658,1.31297194636e-06
2.7027027027,10.0341677133,-0.000190953501987,1.38524484755e-06
3.6036036036,10.0341709009,-0.000254604669315,1.45751774874e-06
4.5045045045,10.0341740886,-0.000318255836644,1.52979064994e-06
5.40540540541,10.0341772763,-0.000381907003973,1.60206355113e-06
6.30630630631,10.034180464,-0.000445559856917,1.55600209361e-06
7.20720720721,10.0341836516,-0.000509213046985,1.48627376435e-06
8.10810810811,10.0341868393,-0.000572866237052,1.41654543509e-06
9.00900900901,10.034190027,-0.000636519427119,1.34681710582e-06
9.90990990991,10.0341932146,-0.000700172617186,1.27708877656e-06
10.8108108108,10.0341964023,-0.000763825807254,1.2073604473e-06
11.7117117117,10.0342033413,-0.000827699125298,1.30867296219e-06
12.6126126126,10.0342121559,-0.000891682507332,1.49550589915e-06
13.5135135135,10.0342209706,-0.000955665889365,1.68233883612e-06
14.4144144144,10.0342297852,-0.0010196492714,1.86917177308e-06
15.3153153153,10.0342385999,-0.00108363265343,2.05600471005e-06
16.2162162162,10.0342474145,-0.00114761603546,2.24283764701e-06
17.1171171171,10.0342562291,-0.00121160047477,2.24628604051e-06
18.018018018,10.0342650438,-0.00127558597134,2.06634989054e-06
18.9189189189,10.0342738584,-0.00133957146791,1.88641374057e-06
19.8198198198,10.034282673,-0.00140355696449,1.70647759061e-06
20.7207207207,10.0342914877,-0.00146754246106,1.52654144064e-06
21.6216216216,10.0343003023,-0.00153152795763,1.34660529067e-06
22.5225225225,10.0343108293,-0.00159564486199,1.31717811226e-06
23.4234234234,10.0343247811,-0.00166002458189,1.58876887694e-06
24.3243243243,10.0343387329,-0.0017244043018,1.86035964163e-06
25.2252252252,10.0343526847,-0.0017887840217,2.13195040631e-06
26.1261261261,10.0343666365,-0.00185316374161,2.403541171e-06
27.027027027,10.0343805883,-0.00191754346152,2.67513193569e-06
27.9279279279,10.03439454,-0.00198192356153,2.85798974389e-06
28.8288288288,10.0344084918,-0.00204630556206,2.59718276971e-06
29.7297297297,10.0344224436,-0.00211068756259,2.33637579554e-06
30.6306306306,10.0344363954,-0.00217506956313,2.07556882136e-06
31.5315315315,10.0344503471,-0.00223945156366,1.81476184718e-06
32.4324324324,10.0344642989,-0.00230383356419,1.55395487301e-06
33.3333333333,10.0344782507,-0.00236821556473,1.29314789883e-06
34.2342342342,10.034497773,-0.00243307004445,1.65327263478e-06
35.1351351351,10.0345172952,-0.00249792452417,2.01339737072e-06
36.036036036,10.0345368175,-0.00256277900388,2.37352210666e-06
36.9369369369,10.0345563397,-0.0026276334836,2.73364684261e-06
37.8378378378,10.034575862,-0.00269248796332,3.09377157855e-06
38.7387387387,10.0345953843,-0.00275734244304,3.4538963145e-06
39.6396396396,10.0346149065,-0.00282219902812,3.22653226111e-06
40.5405405405,10.0346344288,-0.00288705603427,2.88167044986e-06
41.4414414414,10.034653951,-0.00295191304042,2.5368086386e-06
42.3423423423,10.0346734733,-0.00301677004657,2.19194682735e-06
43.2432432432,10.0346929955,-0.00308162705272,1.84708501609e-06
44.1441441441,10.0347125178,-0.00314648405887,1.50222320484e-06
45.045045045,10.0347359464,-0.00321174182968,1.69153194898e-06
45.9459459459,10.0347613281,-0.00327719998282,2.14792597083e-06
46.8468468468,10.0347867099,-0.00334265813595,2.60431999268e-06
47.7477477477,10.0348120916,-0.00340811628909,3.06071401453e-06
48.6486486486,10.0348374733,-0.00347357444223,3.51710803638e-06
49.5495495495,10.0348628551,-0.00353903259537,3.97350205823e-06
50.4504504505,10.0348882368,-0.00360449218564,3.98372198145e-06
51.3513513514,10.0349136186,-0.00366995321306,3.54776780606e-06
52.2522522523,10.0349390003,-0.00373541424048,3.11181363066e-06
53.1531531532,10.034964382,-0.0038008752679,2.67585945526e-06
54.0540540541,10.0349897637,-0.00386633629532,2.23990527986e-06
54.954954955,10.0350151455,-0.00393179732274,1.80395110447e-06
