y,U_0,U_1,U_2
0,6.02286357171,0,3.87438699566e-07
0.900900900901,6.02286551791,-5.17176883943e-06,4.13811579215e-07
1.8018018018,6.0228674641,-1.03435376789e-05,4.40184458864e-07
2.7027027027,6.0228694103,-1.55153065183e-05,4.66557338514e-07
3.6036036036,6.0228713565,-2.06870753577e-05,4.92930218163e-07
4.5045045045,6.02287330269,-2.58588441971e-05,5.19303097813e-07
5.40540540541,6.02287524889,-3.10306130366e-05,5.45675977462e-07
6.30630630631,6.02287719509,-3.6202381876e-05,5.72048857112e-07
7.20720720721,6.02287914128,-4.13741507154e-05,5.98421736761e-07
8.10810810811,6.02288108748,-4.65459195549e-05,6.24794616411e-07
9.00900900901,6.02288303368,-5.17176883943e-05,6.5116749606e-07
9.90990990991,6.02288497987,-5.68894572337e-05,6.77540375709e-07
10.8108108108,6.02288692609,-6.20622741273e-05,6.57709360778e-07
11.7117117117,6.0228888723,-6.72352074713e-05,6.32744579782e-07
12.6126126126,6.02289081852,-7.24081408154e-05,6.07779798787e-07
13.5135135135,6.02289276474,-7.75810741594e-05,5.82815017791e-07
14.4144144144,6.02289471095,-8.27540075035e-05,5.57850236795e-07
15.3153153153,6.02289665717,-8.79269408475e-05,5.32885455799e-07
16.2162162162,6.02289860338,-9.30998741916e-05,5.07920674804e-07
17.1171171171,6.0229005496,-9.82728075356e-05,4.82955893808e-07
18.018018018,6.02290249582,-0.00010344574088,4.57991112812e-07
18.9189189189,6.02290444203,-0.000108618674224,4.33026331816e-07
19.8198198198,6.02290638825,-0.000113791607568,4.0806155082e-07
20.7207207207,6.02291104283,-0.000118863655022,4.44734331088e-07
21.6216216216,6.02291637451,-0.000123910481003,4.96816501669e-07
22.5225225225,6.02292170619,-0.000128957306984,5.48898672251e-07
23.4234234234,6.02292703786,-0.000134004132966,6.00980842834e-07
24.3243243243,6.02293236954,-0.000139050958947,6.53063013416e-07
25.2252252252,6.02293770122,-0.000144097784929,7.05145183998e-07
26.1261261261,6.02294303289,-0.00014914461091,7.57227354581e-07
27.027027027,6.02294836457,-0.000154191436891,8.09309525163e-07
27.9279279279,6.02295369625,-0.000159238262873,8.61391695745e-07
28.8288288288,6.02295902792,-0.000164285088854,9.13473866327e-07
29.7297297297,6.0229643596,-0.000169331914836,9.65556036909e-07
30.6306306306,6.02296969132,-0.00017437967646,9.47453746534e-07
31.5315315315,6.02297502305,-0.000179427839075,8.99272401462e-07
32.4324324324,6.02298035479,-0.00018447600169,8.51091056392e-07
33.3333333333,6.02298568652,-0.000189524164304,8.0290971132e-07
34.2342342342,6.02299101826,-0.000194572326919,7.54728366249e-07
35.1351351351,6.02299634999,-0.000199620489534,7.06547021177e-07
36.036036036,6.02300168173,-0.000204668652149,6.58365676106e-07
36.9369369369,6.02300701346,-0.000209716814763,6.10184331035e-07
37.8378378378,6.0230123452,-0.000214764977378,5.62002985963e-07
38.7387387387,6.02301767693,-0.000219813139993,5.13821640892e-07
39.6396396396,6.02302300867,-0.000224861302607,4.6564029582e-07
40.5405405405,6.02303014903,-0.000229669314655,4.74274327671e-07
41.4414414414,6.02303849514,-0.000234317226325,5.20785277469e-07
42.3423423423,6.02304684125,-0.000238965137994,5.67296227268e-07
43.2432432432,6.02305518736,-0.000243613049664,6.13807177066e-07
44.1441441441,6.02306353347,-0.000248260961334,6.60318126865e-07
45.045045045,6.02307187958,-0.000252908873004,7.06829076663e-07
45.9459459459,6.02308022569,-0.000257556784673,7.53340026461e-07
46.8468468468,6.0230885718,-0.000262204696343,7.9985097626e-07
47.7477477477,6.02309691792,-0.000266852608013,8.46361926058e-07
48.6486486486,6.02310526403,-0.000271500519682,8.92872875857e-07
49.5495495495,6.02311361014,-0.000276148431352,9.39383825655e-07
50.4504504505,6.0231219563,-0.000280797176419,9.42597942892e-07
51.3513513514,6.02313030252,-0.000285446754882,9.02515227569e-07
52.2522522523,6.02313864873,-0.000290096333346,8.62432512244e-07
53.1531531532,6.02314699495,-0.00029474591181,8.22349796921e-07
54.0540540541,6.02315534116,-0.000299395490274,7.82267081598e-07
54.954954955,6.02316368738,-0.000304045068737,7.42184366274e-07
55.8558558559,6.0231720336,-0.000308694647201,7.0210165095e-07
56.7567567568,6.02318037981,-0.000313344225665,6.62018935626e-07
57.6576576577,6.02318872603,-0.000317993804128,6.21936220303e-07
58.5585585586,6.02319707224,-0.000322643382592,5.81853504979e-07
59.4594594595,6.02320541846,-0.000327292961056,5.41770789655e-07
60.3603603604,6.02321504344,-0.000331666180266,5.33868520262e-07
61.2612612613,6.02322658658,-0.000335624860597,5.74236919764e-07
62.1621621622,6.02323812971,-0.000339583540928,6.14605319266e-07
63.0630630631,6.02324967285,-0.000343542221258,6.54973718768e-07
63.963963964,6.02326121598,-0.000347500901589,6.9534211827e-07
64.8648648649,6.02327275911,-0.000351459581919,7.35710517772e-07
65.7657657658,6.02328430225,-0.00035541826225,7.76078917274e-07
66.6666666667,6.02329584538,-0.000359376942581,8.16447316776e-07
67.5675675676,6.02330738851,-0.000363335622911,8.56815716279e-07
68.4684684685,6.02331893165,-0.000367294303242,8.9718411578e-07
69.3693693694,6.02333047478,-0.000371252983573,9.37552515283e-07
70.2702702703,6.02334201797,-0.000375212328583,9.56662057589e-07
71.1711711712,6.02335356127,-0.000379173224511,9.26167599773e-07
72.0720720721,6.02336510457,-0.00038313412044,8.95673141957e-07
72.972972973,6.02337664787,-0.000387095016369,8.65178684141e-07
73.8738738739,6.02338819118,-0.000391055912297,8.34684226326e-07
