y,U_0,U_1,U_2
0,10.0326793572,0,7.85004684361e-07
0.900900900901,10.0326801002,2.52044846377e-06,7.85437360332e-07
1.8018018018,10.0326808432,5.04089692754e-06,7.85870036302e-07
2.7027027027,10.0326815862,7.56134539131e-06,7.86302712273e-07
3.6036036036,10.0326823291,1.00817938551e-05,7.86735388243e-07
4.5045045045,10.0326830721,1.26022423188e-05,7.87168064214e-07
5.40540540541,10.0326838151,1.51226907826e-05,7.87600740185e-07
6.30630630631,10.0326845581,1.76431392464e-05,7.88033416155e-07
7.20720720721,10.0326853011,2.01634759936e-05,7.88571094855e-07
8.10810810811,10.032686044,2.26823604257e-05,7.90473809036e-07
9.00900900901,10.032686787,2.52012448578e-05,7.92376523218e-07
9.90990990991,10.03268753,2.77201292899e-05,7.94279237399e-07
10.8108108108,10.0326882729,3.0239013722e-05,7.9618195158e-07
11.7117117117,10.0326890159,3.27578981541e-05,7.98084665761e-07
12.6126126126,10.0326897589,3.52767825862e-05,7.99987379942e-07
13.5135135135,10.0326905019,3.77956670183e-05,8.01890094124e-07
14.4144144144,10.0326914554,4.03151613597e-05,8.03723664268e-07
15.3153153153,10.0326936726,4.28383151569e-05,8.05142370195e-07
16.2162162162,10.0326958898,4.5361468954e-05,8.06561076121e-07
17.1171171171,10.0326981069,4.78846227512e-05,8.07979782047e-07
18.018018018,10.0327003241,5.04077765483e-05,8.09398487974e-07
18.9189189189,10.0327025413,5.29309303454e-05,8.108171939e-07
19.8198198198,10.0327047584,5.54540841426e-05,8.12235899826e-07
20.7207207207,10.0327069756,5.79772379397e-05,8.13654605752e-07
21.6216216216,10.0327091927,6.05000309739e-05,8.1586387335e-07
22.5225225225,10.0327114099,6.30215012108e-05,8.20971867076e-07
23.4234234234,10.032713627,6.55429714477e-05,8.26079860803e-07
24.3243243243,10.0327158442,6.80644416846e-05,8.31187854529e-07
25.2252252252,10.0327180613,7.05859119214e-05,8.36295848255e-07
26.1261261261,10.0327202785,7.31073821583e-05,8.41403841981e-07
27.027027027,10.0327224956,7.56288523952e-05,8.46511835708e-07
27.9279279279,10.0327247128,7.8150322632e-05,8.51619829434e-07
28.8288288288,10.032727342,8.06739605168e-05,8.56083938516e-07
29.7297297297,10.0327310014,8.32030175214e-05,8.58938335987e-07
30.6306306306,10.0327346607,8.57320745261e-05,8.61792733459e-07
31.5315315315,10.0327383201,8.82611315307e-05,8.6464713093e-07
32.4324324324,10.0327419795,9.07901885353e-05,8.67501528402e-07
33.3333333333,10.0327456389,9.33192455399e-05,8.70355925873e-07
34.2342342342,10.0327492983,9.58483025445e-05,8.73210323344e-07
35.1351351351,10.0327529576,9.83773595491e-05,8.76064720816e-07
36.036036036,10.032756617,0.00010090573429,8.8077525756e-07
36.9369369369,10.0327602764,0.000103432880958,8.88826844993e-07
37.8378378378,10.0327639357,0.000105960027626,8.96878432427e-07
38.7387387387,10.0327675951,0.000108487174293,9.0493001986e-07
39.6396396396,10.0327712544,0.000111014320961,9.12981607294e-07
40.5405405405,10.0327749137,0.000113541467628,9.21033194727e-07
41.4414414414,10.0327785731,0.000116068614296,9.29084782161e-07
